"county","state","party","procent_wykształcenie_wyższe","liczba_gł_republikanie","liczba_gł_demokraci"
Creek,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Tallapoosa,Alabama,Democrat,"15 - 20 %",4453906,2759250
Carroll,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Attala,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Grant,Arkansas,Democrat,"15 - 20 %",4453906,2759250
Lyman,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Orleans,New York,Republican,"15 - 20 %",4453906,2759250
Osage,Missouri,Republican,"15 - 20 %",4453906,2759250
Marion,Tennessee,Republican,"15 - 20 %",4453906,2759250
Antelope,Nebraska,Republican,"15 - 20 %",4453906,2759250
Richland,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Trumbull,Ohio,Democrat,"15 - 20 %",4453906,2759250
Pawnee,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Jefferson,Indiana,Democrat,"15 - 20 %",4453906,2759250
Monroe,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Carroll,Missouri,Republican,"15 - 20 %",4453906,2759250
Fisher,Texas,Democrat,"15 - 20 %",4453906,2759250
Accomack,Virginia,Democrat,"15 - 20 %",4453906,2759250
Beaver,Utah,Democrat,"15 - 20 %",4453906,2759250
Pocahontas,Iowa,Democrat,"15 - 20 %",4453906,2759250
Bowie,Texas,Republican,"15 - 20 %",4453906,2759250
Perquimans,North Carolina,Republican,"15 - 20 %",4453906,2759250
Hall,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Gasconade,Missouri,Republican,"15 - 20 %",4453906,2759250
Swisher,Texas,Democrat,"15 - 20 %",4453906,2759250
Warren,Missouri,Republican,"15 - 20 %",4453906,2759250
Otero,Colorado,Democrat,"15 - 20 %",4453906,2759250
Ochiltree,Texas,Democrat,"15 - 20 %",4453906,2759250
Seneca,New York,Democrat,"15 - 20 %",4453906,2759250
Terry,Texas,Republican,"15 - 20 %",4453906,2759250
Mercer,Kentucky,Republican,"15 - 20 %",4453906,2759250
Bear Lake,Idaho,Democrat,"15 - 20 %",4453906,2759250
Perry,Pennsylvania,Democrat,"15 - 20 %",4453906,2759250
Jefferson,Florida,Republican,"15 - 20 %",4453906,2759250
Barton,Missouri,Democrat,"15 - 20 %",4453906,2759250
Wapello,Iowa,Democrat,"15 - 20 %",4453906,2759250
Kankakee,Illinois,Democrat,"15 - 20 %",4453906,2759250
Brooke,West Virginia,Republican,"15 - 20 %",4453906,2759250
Josephine,Oregon,Republican,"15 - 20 %",4453906,2759250
Blaine,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Daggett,Utah,Democrat,"15 - 20 %",4453906,2759250
Livingston,Louisiana,Republican,"15 - 20 %",4453906,2759250
Montgomery,New York,Democrat,"15 - 20 %",4453906,2759250
Delaware,Iowa,Republican,"15 - 20 %",4453906,2759250
Beaufort,North Carolina,Republican,"15 - 20 %",4453906,2759250
Bristol,Virginia,Democrat,"15 - 20 %",4453906,2759250
Buchanan,Iowa,Republican,"15 - 20 %",4453906,2759250
Tunica,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Columbia,Washington,Republican,"15 - 20 %",4453906,2759250
Carroll,Missouri,Democrat,"15 - 20 %",4453906,2759250
Wheeler,Nebraska,Republican,"15 - 20 %",4453906,2759250
Greenup,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Halifax,Virginia,Democrat,"15 - 20 %",4453906,2759250
Wheeler,Oregon,Democrat,"15 - 20 %",4453906,2759250
Chippewa,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Hamblen,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Parmer,Texas,Democrat,"15 - 20 %",4453906,2759250
Johnson,Illinois,Democrat,"15 - 20 %",4453906,2759250
Webster,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Monroe,Michigan,Republican,"15 - 20 %",4453906,2759250
Wakulla,Florida,Democrat,"15 - 20 %",4453906,2759250
Lenawee,Michigan,Democrat,"15 - 20 %",4453906,2759250
Hernando,Florida,Republican,"15 - 20 %",4453906,2759250
Auglaize,Ohio,Republican,"15 - 20 %",4453906,2759250
Day,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Spencer,Indiana,Democrat,"15 - 20 %",4453906,2759250
Montague,Texas,Democrat,"15 - 20 %",4453906,2759250
Swain,North Carolina,Republican,"15 - 20 %",4453906,2759250
Ogle,Illinois,Democrat,"15 - 20 %",4453906,2759250
Shasta,California,Republican,"15 - 20 %",4453906,2759250
Lauderdale,Mississippi,Republican,"15 - 20 %",4453906,2759250
Clinton,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Dubois,Indiana,Democrat,"15 - 20 %",4453906,2759250
Waller,Texas,Democrat,"15 - 20 %",4453906,2759250
St. Clair,Michigan,Republican,"15 - 20 %",4453906,2759250
Wheeler,Texas,Republican,"15 - 20 %",4453906,2759250
Lyon,Nevada,Republican,"15 - 20 %",4453906,2759250
Custer,Montana,Republican,"15 - 20 %",4453906,2759250
Niobrara,Wyoming,Democrat,"15 - 20 %",4453906,2759250
Cimarron,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Franklin,New York,Democrat,"15 - 20 %",4453906,2759250
Barry,Michigan,Democrat,"15 - 20 %",4453906,2759250
Deer Lodge,Montana,Republican,"15 - 20 %",4453906,2759250
Whitley,Indiana,Democrat,"15 - 20 %",4453906,2759250
Grant,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Jefferson,Florida,Democrat,"15 - 20 %",4453906,2759250
Gibson,Tennessee,Republican,"15 - 20 %",4453906,2759250
Lonoke,Arkansas,Republican,"15 - 20 %",4453906,2759250
Yakima,Washington,Republican,"15 - 20 %",4453906,2759250
Warren,Missouri,Democrat,"15 - 20 %",4453906,2759250
Burnett,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Douglas,South Dakota,Republican,"15 - 20 %",4453906,2759250
Schoharie,New York,Republican,"15 - 20 %",4453906,2759250
Wibaux,Montana,Democrat,"15 - 20 %",4453906,2759250
Lee,Texas,Democrat,"15 - 20 %",4453906,2759250
Trimble,Kentucky,Republican,"15 - 20 %",4453906,2759250
Ripley,Indiana,Democrat,"15 - 20 %",4453906,2759250
Cooke,Texas,Republican,"15 - 20 %",4453906,2759250
Dearborn,Indiana,Democrat,"15 - 20 %",4453906,2759250
Green Lake,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Stanton,Nebraska,Republican,"15 - 20 %",4453906,2759250
Roger Mills,Oklahoma,Republican,"15 - 20 %",4453906,2759250
San Miguel,New Mexico,Republican,"15 - 20 %",4453906,2759250
Franklin,Iowa,Democrat,"15 - 20 %",4453906,2759250
Colorado,Texas,Democrat,"15 - 20 %",4453906,2759250
Ashland,Ohio,Republican,"15 - 20 %",4453906,2759250
Madison,Indiana,Democrat,"15 - 20 %",4453906,2759250
Santa Cruz,Arizona,Democrat,"15 - 20 %",4453906,2759250
Delta,Michigan,Republican,"15 - 20 %",4453906,2759250
Green Lake,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Iron,Michigan,Republican,"15 - 20 %",4453906,2759250
Menominee,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Roberts,South Dakota,Republican,"15 - 20 %",4453906,2759250
Carter,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Ashland,Ohio,Democrat,"15 - 20 %",4453906,2759250
Allendale,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Laurens,Georgia,Republican,"15 - 20 %",4453906,2759250
Cheboygan,Michigan,Democrat,"15 - 20 %",4453906,2759250
Creek,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Henderson,Illinois,Democrat,"15 - 20 %",4453906,2759250
Hardin,Texas,Republican,"15 - 20 %",4453906,2759250
Harney,Oregon,Republican,"15 - 20 %",4453906,2759250
St. Lucie,Florida,Republican,"15 - 20 %",4453906,2759250
Uintah,Utah,Democrat,"15 - 20 %",4453906,2759250
Harrison,West Virginia,Republican,"15 - 20 %",4453906,2759250
Charles Mix,South Dakota,Republican,"15 - 20 %",4453906,2759250
Richland,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Benton,Indiana,Democrat,"15 - 20 %",4453906,2759250
Alpena,Michigan,Republican,"15 - 20 %",4453906,2759250
Sweetwater,Wyoming,Democrat,"15 - 20 %",4453906,2759250
Hancock,Iowa,Democrat,"15 - 20 %",4453906,2759250
Webster,Mississippi,Republican,"15 - 20 %",4453906,2759250
Greeley,Nebraska,Republican,"15 - 20 %",4453906,2759250
St. Clair,Alabama,Republican,"15 - 20 %",4453906,2759250
Rush,Indiana,Republican,"15 - 20 %",4453906,2759250
Polk,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Franklin,Washington,Republican,"15 - 20 %",4453906,2759250
Beaver,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Guthrie,Iowa,Democrat,"15 - 20 %",4453906,2759250
Calhoun,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Linn,Oregon,Republican,"15 - 20 %",4453906,2759250
Lincoln,Montana,Democrat,"15 - 20 %",4453906,2759250
Wood,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Franklin,Tennessee,Republican,"15 - 20 %",4453906,2759250
Dewey,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Clayton,Georgia,Democrat,"15 - 20 %",4453906,2759250
Taylor,West Virginia,Republican,"15 - 20 %",4453906,2759250
Ringgold,Iowa,Republican,"15 - 20 %",4453906,2759250
Meade,South Dakota,Republican,"15 - 20 %",4453906,2759250
Potter,Texas,Republican,"15 - 20 %",4453906,2759250
Warren,Indiana,Democrat,"15 - 20 %",4453906,2759250
Berkeley,West Virginia,Republican,"15 - 20 %",4453906,2759250
Jefferson,Texas,Democrat,"15 - 20 %",4453906,2759250
Shenandoah,Virginia,Republican,"15 - 20 %",4453906,2759250
Alleghany,Virginia,Republican,"15 - 20 %",4453906,2759250
Wise,Texas,Republican,"15 - 20 %",4453906,2759250
Johnston,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
San Miguel,New Mexico,Democrat,"15 - 20 %",4453906,2759250
Throckmorton,Texas,Republican,"15 - 20 %",4453906,2759250
Lancaster,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Benton,Iowa,Republican,"15 - 20 %",4453906,2759250
Greene,Iowa,Republican,"15 - 20 %",4453906,2759250
Warren,Pennsylvania,Democrat,"15 - 20 %",4453906,2759250
Jefferson,Mississippi,Republican,"15 - 20 %",4453906,2759250
Hopkins,Texas,Democrat,"15 - 20 %",4453906,2759250
Brooke,West Virginia,Democrat,"15 - 20 %",4453906,2759250
Merrick,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Drew,Arkansas,Democrat,"15 - 20 %",4453906,2759250
Marshall,Illinois,Republican,"15 - 20 %",4453906,2759250
Colfax,New Mexico,Republican,"15 - 20 %",4453906,2759250
Marshall,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Danville,Virginia,Republican,"15 - 20 %",4453906,2759250
Franklin,Iowa,Republican,"15 - 20 %",4453906,2759250
Hayes,Nebraska,Republican,"15 - 20 %",4453906,2759250
Pickaway,Ohio,Democrat,"15 - 20 %",4453906,2759250
Carroll,Iowa,Democrat,"15 - 20 %",4453906,2759250
Jefferson,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Citrus,Florida,Democrat,"15 - 20 %",4453906,2759250
Dale,Alabama,Republican,"15 - 20 %",4453906,2759250
Houston,Alabama,Democrat,"15 - 20 %",4453906,2759250
Catron,New Mexico,Democrat,"15 - 20 %",4453906,2759250
Hancock,West Virginia,Republican,"15 - 20 %",4453906,2759250
Whitley,Indiana,Republican,"15 - 20 %",4453906,2759250
Henderson,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Buchanan,Iowa,Democrat,"15 - 20 %",4453906,2759250
Stark,Illinois,Republican,"15 - 20 %",4453906,2759250
Oswego,New York,Democrat,"15 - 20 %",4453906,2759250
Gosper,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Bradley,Tennessee,Republican,"15 - 20 %",4453906,2759250
Umatilla,Oregon,Democrat,"15 - 20 %",4453906,2759250
Knox,Illinois,Democrat,"15 - 20 %",4453906,2759250
Hancock,Iowa,Republican,"15 - 20 %",4453906,2759250
Lapeer,Michigan,Democrat,"15 - 20 %",4453906,2759250
Carroll,Georgia,Democrat,"15 - 20 %",4453906,2759250
Mellette,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Washington,Maryland,Democrat,"15 - 20 %",4453906,2759250
Yakima,Washington,Democrat,"15 - 20 %",4453906,2759250
Las Animas,Colorado,Democrat,"15 - 20 %",4453906,2759250
Manistee,Michigan,Democrat,"15 - 20 %",4453906,2759250
Fannin,Texas,Democrat,"15 - 20 %",4453906,2759250
Hamilton,Illinois,Republican,"15 - 20 %",4453906,2759250
Dorchester,Maryland,Republican,"15 - 20 %",4453906,2759250
Meagher,Montana,Democrat,"15 - 20 %",4453906,2759250
Caldwell,Texas,Democrat,"15 - 20 %",4453906,2759250
Franklin,Missouri,Republican,"15 - 20 %",4453906,2759250
Carroll,Tennessee,Republican,"15 - 20 %",4453906,2759250
Effingham,Georgia,Democrat,"15 - 20 %",4453906,2759250
Beaver,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Newton,Missouri,Republican,"15 - 20 %",4453906,2759250
Trempealeau,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Kingfisher,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Elko,Nevada,Republican,"15 - 20 %",4453906,2759250
Gibson,Indiana,Democrat,"15 - 20 %",4453906,2759250
Clark,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Camp,Texas,Republican,"15 - 20 %",4453906,2759250
Elmore,Idaho,Democrat,"15 - 20 %",4453906,2759250
King William,Virginia,Republican,"15 - 20 %",4453906,2759250
Grant,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Floyd,Texas,Democrat,"15 - 20 %",4453906,2759250
Marshall,Indiana,Democrat,"15 - 20 %",4453906,2759250
Sanders,Montana,Republican,"15 - 20 %",4453906,2759250
Warren,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Menominee,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Jackson,Michigan,Republican,"15 - 20 %",4453906,2759250
Lafayette,Missouri,Democrat,"15 - 20 %",4453906,2759250
Clark,Illinois,Democrat,"15 - 20 %",4453906,2759250
Dyer,Tennessee,Republican,"15 - 20 %",4453906,2759250
Comanche,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Tate,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Jackson,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Cameron,Louisiana,Republican,"15 - 20 %",4453906,2759250
Catron,New Mexico,Republican,"15 - 20 %",4453906,2759250
Ferry,Washington,Democrat,"15 - 20 %",4453906,2759250
Gasconade,Missouri,Democrat,"15 - 20 %",4453906,2759250
Jones,Georgia,Republican,"15 - 20 %",4453906,2759250
Barron,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Toombs,Georgia,Republican,"15 - 20 %",4453906,2759250
Crawford,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Garrard,Kentucky,Republican,"15 - 20 %",4453906,2759250
Taylor,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Thurston,Nebraska,Republican,"15 - 20 %",4453906,2759250
Harrison,Iowa,Democrat,"15 - 20 %",4453906,2759250
Lake,California,Republican,"15 - 20 %",4453906,2759250
Van Wert,Ohio,Democrat,"15 - 20 %",4453906,2759250
Mason,Washington,Democrat,"15 - 20 %",4453906,2759250
Gibson,Indiana,Republican,"15 - 20 %",4453906,2759250
Aurora,South Dakota,Republican,"15 - 20 %",4453906,2759250
St. Clair,Alabama,Democrat,"15 - 20 %",4453906,2759250
Navarro,Texas,Democrat,"15 - 20 %",4453906,2759250
Jefferson,Indiana,Republican,"15 - 20 %",4453906,2759250
Ferry,Washington,Republican,"15 - 20 %",4453906,2759250
Campbell,Wyoming,Democrat,"15 - 20 %",4453906,2759250
Van Wert,Ohio,Republican,"15 - 20 %",4453906,2759250
Clay,Iowa,Republican,"15 - 20 %",4453906,2759250
Lafayette,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Muskogee,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Eddy,New Mexico,Democrat,"15 - 20 %",4453906,2759250
Twin Falls,Idaho,Democrat,"15 - 20 %",4453906,2759250
Kay,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Henry,Illinois,Democrat,"15 - 20 %",4453906,2759250
Vernon,Louisiana,Republican,"15 - 20 %",4453906,2759250
Caroline,Maryland,Republican,"15 - 20 %",4453906,2759250
Bristol,Virginia,Republican,"15 - 20 %",4453906,2759250
Pike,Mississippi,Republican,"15 - 20 %",4453906,2759250
Okanogan,Washington,Democrat,"15 - 20 %",4453906,2759250
Stanislaus,California,Republican,"15 - 20 %",4453906,2759250
Allegany,New York,Democrat,"15 - 20 %",4453906,2759250
Upshur,West Virginia,Democrat,"15 - 20 %",4453906,2759250
Alger,Michigan,Democrat,"15 - 20 %",4453906,2759250
Cambria,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Cimarron,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Randolph,West Virginia,Democrat,"15 - 20 %",4453906,2759250
Lincoln,Tennessee,Republican,"15 - 20 %",4453906,2759250
Calhoun,Iowa,Republican,"15 - 20 %",4453906,2759250
Bourbon,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Glasscock,Texas,Democrat,"15 - 20 %",4453906,2759250
Converse,Wyoming,Democrat,"15 - 20 %",4453906,2759250
San Juan,New Mexico,Republican,"15 - 20 %",4453906,2759250
Sac,Iowa,Republican,"15 - 20 %",4453906,2759250
Webster,Mississippi,Democrat,"15 - 20 %",4453906,2759250
Val Verde,Texas,Democrat,"15 - 20 %",4453906,2759250
Harper,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Floyd,Virginia,Republican,"15 - 20 %",4453906,2759250
Garrett,Maryland,Democrat,"15 - 20 %",4453906,2759250
Texas,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Linn,Oregon,Democrat,"15 - 20 %",4453906,2759250
Wayne,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Clark,Kentucky,Democrat,"15 - 20 %",4453906,2759250
Wilson,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Allegany,Maryland,Republican,"15 - 20 %",4453906,2759250
Oglethorpe,Georgia,Republican,"15 - 20 %",4453906,2759250
Greene,Tennessee,Republican,"15 - 20 %",4453906,2759250
Carlisle,Kentucky,Republican,"15 - 20 %",4453906,2759250
McKean,Pennsylvania,Democrat,"15 - 20 %",4453906,2759250
Robertson,Texas,Democrat,"15 - 20 %",4453906,2759250
Clarion,Pennsylvania,Democrat,"15 - 20 %",4453906,2759250
Hamilton,Iowa,Republican,"15 - 20 %",4453906,2759250
Henry,Illinois,Republican,"15 - 20 %",4453906,2759250
Thomas,Georgia,Republican,"15 - 20 %",4453906,2759250
Clay,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Union,Georgia,Republican,"15 - 20 %",4453906,2759250
Franklin,Indiana,Democrat,"15 - 20 %",4453906,2759250
Douglas,Washington,Republican,"15 - 20 %",4453906,2759250
Franklin,Virginia,Republican,"15 - 20 %",4453906,2759250
Ringgold,Iowa,Democrat,"15 - 20 %",4453906,2759250
Hamlin,South Dakota,Republican,"15 - 20 %",4453906,2759250
Des Moines,Iowa,Democrat,"15 - 20 %",4453906,2759250
Hall,Nebraska,Republican,"15 - 20 %",4453906,2759250
Hidalgo,Texas,Democrat,"15 - 20 %",4453906,2759250
Sac,Iowa,Democrat,"15 - 20 %",4453906,2759250
Van Buren,Michigan,Republican,"15 - 20 %",4453906,2759250
Franklin,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Marion,Florida,Democrat,"15 - 20 %",4453906,2759250
Harrison,Texas,Democrat,"15 - 20 %",4453906,2759250
Marion,Missouri,Republican,"15 - 20 %",4453906,2759250
Gogebic,Michigan,Republican,"15 - 20 %",4453906,2759250
Washington,Colorado,Democrat,"15 - 20 %",4453906,2759250
Carroll,Iowa,Republican,"15 - 20 %",4453906,2759250
Snyder,Pennsylvania,Democrat,"15 - 20 %",4453906,2759250
Clark,Ohio,Democrat,"15 - 20 %",4453906,2759250
Augusta,Virginia,Republican,"15 - 20 %",4453906,2759250
Briscoe,Texas,Democrat,"15 - 20 %",4453906,2759250
Yancey,North Carolina,Republican,"15 - 20 %",4453906,2759250
San Juan,New Mexico,Democrat,"15 - 20 %",4453906,2759250
LaSalle,Illinois,Democrat,"15 - 20 %",4453906,2759250
Nash,North Carolina,Republican,"15 - 20 %",4453906,2759250
Potter,South Dakota,Republican,"15 - 20 %",4453906,2759250
Thayer,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Big Horn,Montana,Democrat,"15 - 20 %",4453906,2759250
Logan,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Rich,Utah,Democrat,"15 - 20 %",4453906,2759250
Blaine,Montana,Republican,"15 - 20 %",4453906,2759250
O'Brien,Iowa,Republican,"15 - 20 %",4453906,2759250
Surry,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Sutton,Texas,Republican,"15 - 20 %",4453906,2759250
Lincoln,Nevada,Republican,"15 - 20 %",4453906,2759250
Coahoma,Mississippi,Republican,"15 - 20 %",4453906,2759250
Chase,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Alleghany,Virginia,Democrat,"15 - 20 %",4453906,2759250
Rutherford,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Marshall,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Macon,Alabama,Democrat,"15 - 20 %",4453906,2759250
St. Charles,Louisiana,Democrat,"15 - 20 %",4453906,2759250
Bradley,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Franklin,Pennsylvania,Republican,"15 - 20 %",4453906,2759250
Ontonagon,Michigan,Republican,"15 - 20 %",4453906,2759250
Schuyler,Illinois,Democrat,"15 - 20 %",4453906,2759250
Jefferson,Texas,Republican,"15 - 20 %",4453906,2759250
Madison,North Carolina,Republican,"15 - 20 %",4453906,2759250
Boone,Illinois,Republican,"15 - 20 %",4453906,2759250
Bay,Michigan,Republican,"15 - 20 %",4453906,2759250
Macoupin,Illinois,Republican,"15 - 20 %",4453906,2759250
Moffat,Colorado,Democrat,"15 - 20 %",4453906,2759250
White,Arkansas,Democrat,"15 - 20 %",4453906,2759250
Lake,California,Democrat,"15 - 20 %",4453906,2759250
Howard,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Kern,California,Democrat,"15 - 20 %",4453906,2759250
Banner,Nebraska,Republican,"15 - 20 %",4453906,2759250
Valley,Montana,Republican,"15 - 20 %",4453906,2759250
Butte,South Dakota,Republican,"15 - 20 %",4453906,2759250
Thurston,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Jackson,Texas,Democrat,"15 - 20 %",4453906,2759250
Jasper,Illinois,Democrat,"15 - 20 %",4453906,2759250
Mason,Michigan,Democrat,"15 - 20 %",4453906,2759250
Edgefield,South Carolina,Democrat,"15 - 20 %",4453906,2759250
Young,Texas,Republican,"15 - 20 %",4453906,2759250
Rio Arriba,New Mexico,Republican,"15 - 20 %",4453906,2759250
Lyman,South Dakota,Republican,"15 - 20 %",4453906,2759250
Louisa,Virginia,Republican,"15 - 20 %",4453906,2759250
Ashe,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Logan,Colorado,Democrat,"15 - 20 %",4453906,2759250
Box Butte,Nebraska,Republican,"15 - 20 %",4453906,2759250
Washington,Maryland,Republican,"15 - 20 %",4453906,2759250
Gregory,South Dakota,Republican,"15 - 20 %",4453906,2759250
Douglas,Oregon,Democrat,"15 - 20 %",4453906,2759250
Dyer,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Jersey,Illinois,Republican,"15 - 20 %",4453906,2759250
Rapides,Louisiana,Republican,"15 - 20 %",4453906,2759250
Monroe,Wisconsin,Democrat,"15 - 20 %",4453906,2759250
Tuolumne,California,Democrat,"15 - 20 %",4453906,2759250
Marion,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Franklin,Tennessee,Democrat,"15 - 20 %",4453906,2759250
Lawrence,Missouri,Republican,"15 - 20 %",4453906,2759250
Logan,Illinois,Democrat,"15 - 20 %",4453906,2759250
Mason,Michigan,Republican,"15 - 20 %",4453906,2759250
Franklin,Idaho,Republican,"15 - 20 %",4453906,2759250
Livingston,Missouri,Democrat,"15 - 20 %",4453906,2759250
Jones,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Wilbarger,Texas,Democrat,"15 - 20 %",4453906,2759250
Greene,Iowa,Democrat,"15 - 20 %",4453906,2759250
Hamilton,Illinois,Democrat,"15 - 20 %",4453906,2759250
Pierce,Nebraska,Republican,"15 - 20 %",4453906,2759250
Grant,Wisconsin,Republican,"15 - 20 %",4453906,2759250
Clark,Kentucky,Republican,"15 - 20 %",4453906,2759250
Wheeler,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Lyon,Nevada,Democrat,"15 - 20 %",4453906,2759250
Winnebago,Iowa,Democrat,"15 - 20 %",4453906,2759250
Red Willow,Nebraska,Republican,"15 - 20 %",4453906,2759250
Crawford,Michigan,Republican,"15 - 20 %",4453906,2759250
Seneca,Ohio,Democrat,"15 - 20 %",4453906,2759250
Winnebago,Iowa,Republican,"15 - 20 %",4453906,2759250
Sutton,Texas,Democrat,"15 - 20 %",4453906,2759250
Pottawatomie,Oklahoma,Democrat,"15 - 20 %",4453906,2759250
Camp,Texas,Democrat,"15 - 20 %",4453906,2759250
Bamberg,South Carolina,Republican,"15 - 20 %",4453906,2759250
Baca,Colorado,Democrat,"15 - 20 %",4453906,2759250
Douglas,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Spencer,Kentucky,Republican,"15 - 20 %",4453906,2759250
Tunica,Mississippi,Republican,"15 - 20 %",4453906,2759250
Sumter,South Carolina,Democrat,"15 - 20 %",4453906,2759250
DeWitt,Illinois,Democrat,"15 - 20 %",4453906,2759250
Meade,South Dakota,Democrat,"15 - 20 %",4453906,2759250
Mercer,Ohio,Republican,"15 - 20 %",4453906,2759250
Perquimans,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Morrill,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Hardin,Iowa,Republican,"15 - 20 %",4453906,2759250
Stanly,North Carolina,Democrat,"15 - 20 %",4453906,2759250
Beadle,South Dakota,Republican,"15 - 20 %",4453906,2759250
Louisa,Virginia,Democrat,"15 - 20 %",4453906,2759250
Webb,Texas,Democrat,"15 - 20 %",4453906,2759250
Wakulla,Florida,Republican,"15 - 20 %",4453906,2759250
Massac,Illinois,Republican,"15 - 20 %",4453906,2759250
Pike,Georgia,Republican,"15 - 20 %",4453906,2759250
Donley,Texas,Republican,"15 - 20 %",4453906,2759250
Blaine,Nebraska,Democrat,"15 - 20 %",4453906,2759250
Henderson,Kentucky,Republican,"15 - 20 %",4453906,2759250
Gilmer,Georgia,Democrat,"15 - 20 %",4453906,2759250
Prince George,Virginia,Republican,"15 - 20 %",4453906,2759250
Grady,Oklahoma,Republican,"15 - 20 %",4453906,2759250
Pottawattamie,Iowa,Republican,"15 - 20 %",4453906,2759250
Tipton,Tennessee,Republican,"15 - 20 %",4453906,2759250
Decatur,Iowa,Democrat,"15 - 20 %",4453906,2759250
Newton,Georgia,Democrat,"15 - 20 %",4453906,2759250
Christian,Kentucky,Democrat,"15 - 20 %",4453906,2759250
McPherson,South Dakota,Republican,"15 - 20 %",4453906,2759250
Tioga,Pennsylvania,Democrat,"15 - 20 %",4453906,2759250
Wapello,Iowa,Republican,"15 - 20 %",4453906,2759250
